ParentEduc,IsFirstChild,NrSiblings,MathScore,ReadingScore,WritingScore,PracticeSport,ParentMaritalStatus,LunchType,TestPrep,TransportMeans,WklyStudyHours,EthnicGroup,Gender
master's degree,yes,2.0,78,84,88,2.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0
some high school,no,2.0,73,66,62,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0
master's degree,no,2.0,94,72,79,3.0,3.0,1.0,0.0,2.0,0.0,5.0,1.0
bachelor's degree,yes,1.0,93,81,87,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
associate's degree,no,1.0,65,64,62,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0
some college,yes,7.0,51,50,47,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0
high school,no,1.0,54,56,57,1.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0
some college,yes,0.0,49,49,56,2.0,3.0,1.0,0.0,2.0,1.0,3.0,0.0
high school,no,2.0,76,72,62,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
some college,yes,0.0,79,81,86,3.0,1.0,1.0,2.0,2.0,1.0,5.0,0.0
VeriYok,yes,3.0,71,69,63,3.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0
master's degree,yes,3.0,61,79,84,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
some college,VeriYok,2.0,50,50,60,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
associate's degree,no,2.0,82,78,76,3.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0
associate's degree,yes,6.0,71,74,76,3.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0
some high school,yes,1.0,48,63,58,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
master's degree,yes,1.0,78,86,80,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0
high school,yes,1.0,57,45,50,3.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0
high school,yes,1.0,77,80,76,3.0,2.0,1.0,2.0,1.0,2.0,5.0,0.0
associate's degree,yes,2.0,73,93,92,3.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0
high school,yes,4.0,63,57,57,3.0,4.0,1.0,0.0,2.0,2.0,4.0,1.0
bachelor's degree,yes,0.0,51,42,37,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0
some college,yes,1.0,58,57,55,3.0,2.0,0.0,2.0,1.0,2.0,5.0,1.0
master's degree,no,1.0,72,62,69,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0
VeriYok,yes,1.0,84,86,81,3.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0
some high school,no,2.0,62,57,52,3.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0
high school,no,3.0,82,85,86,2.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0
bachelor's degree,yes,0.0,56,60,53,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0
some college,no,1.0,55,64,63,2.0,3.0,1.0,0.0,1.0,2.0,3.0,0.0
high school,yes,1.0,78,71,68,3.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0
some college,no,2.0,72,64,64,1.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0
some high school,no,1.0,62,73,64,3.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0
high school,no,1.0,48,50,54,3.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0
associate's degree,yes,2.0,80,78,75,3.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0
some high school,no,3.0,33,12,15,1.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0
associate's degree,no,2.0,56,57,58,2.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0
some high school,yes,1.0,67,60,58,3.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0
bachelor's degree,yes,1.0,51,62,66,3.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0
some college,no,2.0,68,73,76,2.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0
some high school,yes,2.0,47,46,47,3.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0
some high school,yes,1.0,57,45,44,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0
high school,no,3.0,67,86,85,3.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0
associate's degree,no,1.0,98,100,97,3.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0
high school,yes,2.0,60,70,73,2.0,2.0,1.0,2.0,0.0,2.0,4.0,0.0
some high school,yes,2.0,62,72,67,3.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0
some college,yes,2.0,65,54,58,3.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0
VeriYok,yes,2.0,85,83,83,2.0,3.0,1.0,0.0,2.0,0.0,5.0,0.0
associate's degree,yes,0.0,83,94,92,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0
VeriYok,yes,3.0,47,54,45,3.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0
associate's degree,no,1.0,75,76,69,1.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0
associate's degree,no,2.0,77,77,76,3.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
bachelor's degree,yes,3.0,97,83,86,3.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0
associate's degree,yes,3.0,45,56,54,2.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0
associate's degree,yes,0.0,47,54,59,2.0,3.0,0.0,1.0,0.0,1.0,5.0,0.0
high school,yes,0.0,91,96,92,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
master's degree,no,2.0,45,43,39,1.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0
master's degree,yes,0.0,83,79,81,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0
high school,yes,1.0,52,65,66,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
high school,VeriYok,1.0,58,60,64,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
some college,no,5.0,81,85,85,3.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0
some high school,yes,3.0,76,75,73,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0
bachelor's degree,yes,0.0,75,63,71,3.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0
VeriYok,no,2.0,80,100,95,3.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0
VeriYok,yes,1.0,86,85,87,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0
associate's degree,yes,2.0,66,80,77,3.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0
high school,yes,2.0,66,70,78,3.0,3.0,1.0,2.0,2.0,1.0,4.0,0.0
high school,yes,2.0,71,63,59,3.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0
bachelor's degree,no,2.0,62,66,64,3.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0
associate's degree,no,3.0,75,62,62,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
some college,no,5.0,83,85,86,1.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0
some college,yes,0.0,71,64,67,2.0,0.0,0.0,2.0,0.0,3.0,4.0,1.0
bachelor's degree,yes,4.0,72,80,77,3.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0
associate's degree,no,1.0,76,74,63,3.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0
some college,yes,3.0,63,85,78,3.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0
some college,no,4.0,88,100,100,3.0,3.0,1.0,2.0,2.0,0.0,4.0,0.0
high school,yes,1.0,84,98,96,3.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0
VeriYok,no,3.0,40,40,37,2.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0
high school,no,2.0,66,66,60,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
some college,yes,1.0,64,73,78,1.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0
bachelor's degree,yes,0.0,63,66,62,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0
some college,yes,2.0,51,45,50,2.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0
some high school,no,4.0,59,62,57,3.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0
some high school,yes,1.0,77,81,75,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
bachelor's degree,yes,6.0,64,50,50,3.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0
high school,no,1.0,55,62,60,2.0,3.0,1.0,0.0,1.0,2.0,4.0,0.0
associate's degree,no,2.0,67,66,76,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
VeriYok,no,3.0,36,48,54,0.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0
high school,yes,1.0,70,72,72,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0
high school,yes,2.0,70,75,76,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0
high school,no,4.0,62,81,74,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
some high school,yes,0.0,77,58,55,2.0,2.0,1.0,0.0,1.0,0.0,5.0,1.0
master's degree,yes,2.0,53,69,66,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
bachelor's degree,no,2.0,73,65,69,3.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0
high school,yes,1.0,48,53,50,3.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0
some college,no,3.0,44,58,57,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
bachelor's degree,yes,2.0,92,97,92,3.0,3.0,1.0,0.0,2.0,1.0,5.0,1.0
some college,yes,1.0,77,78,81,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0
high school,yes,0.0,58,67,58,2.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0
some college,yes,0.0,51,57,47,3.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0
some high school,no,1.0,73,77,68,3.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0
some college,yes,2.0,78,76,70,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0
associate's degree,yes,3.0,65,80,79,3.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0
bachelor's degree,yes,3.0,58,57,59,3.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0
high school,yes,4.0,48,52,47,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0
some college,yes,1.0,75,79,77,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0
associate's degree,no,3.0,96,99,100,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0
associate's degree,yes,1.0,75,78,65,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0
some college,yes,4.0,72,75,78,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0
some college,no,5.0,60,74,74,3.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0
associate's degree,yes,3.0,36,51,51,1.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0
some high school,yes,2.0,67,71,64,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0
some college,yes,2.0,43,52,52,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0
some college,no,2.0,55,74,66,3.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0
VeriYok,no,1.0,73,80,80,2.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0
high school,no,1.0,67,68,68,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0
some college,yes,0.0,65,76,71,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0
VeriYok,yes,3.0,66,72,73,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
bachelor's degree,yes,7.0,49,53,48,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
high school,VeriYok,1.0,48,56,60,3.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0
master's degree,yes,5.0,75,90,86,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0
some college,no,3.0,48,41,41,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
some college,yes,1.0,52,52,50,3.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0
high school,VeriYok,3.0,49,46,53,2.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0
high school,yes,2.0,47,51,45,0.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0
VeriYok,no,5.0,78,93,92,3.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0
master's degree,no,4.0,100,94,97,3.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0
some high school,yes,1.0,37,40,37,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
high school,yes,2.0,48,58,60,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
VeriYok,no,2.0,39,56,58,2.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0
high school,yes,2.0,68,80,74,3.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0
high school,yes,1.0,44,48,59,2.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0
some high school,yes,2.0,65,81,73,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
bachelor's degree,yes,3.0,52,60,60,3.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0
some high school,yes,1.0,41,43,46,3.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0
some college,yes,0.0,64,76,80,3.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0
some high school,no,2.0,57,75,72,3.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0
bachelor's degree,yes,1.0,93,81,83,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0
VeriYok,yes,3.0,75,66,66,3.0,0.0,1.0,2.0,1.0,1.0,5.0,1.0
some high school,yes,0.0,86,91,95,3.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0
high school,no,4.0,61,61,60,2.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
master's degree,yes,2.0,81,92,91,3.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0
some high school,no,1.0,58,72,70,2.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0
some college,no,4.0,55,65,75,3.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0
associate's degree,no,2.0,31,45,44,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
some college,VeriYok,2.0,30,52,49,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0
some college,yes,3.0,78,76,74,3.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0
master's degree,yes,4.0,75,79,82,3.0,3.0,1.0,0.0,1.0,0.0,5.0,0.0
bachelor's degree,yes,2.0,80,91,99,3.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0
bachelor's degree,yes,1.0,81,80,77,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
some high school,yes,1.0,45,58,57,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0
some high school,yes,2.0,86,82,82,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
some college,yes,5.0,53,70,65,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
high school,yes,1.0,73,72,68,2.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0
some college,yes,1.0,79,72,74,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0
some high school,yes,2.0,60,48,48,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
some high school,yes,5.0,63,61,56,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0
high school,yes,1.0,64,60,52,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0
some high school,no,2.0,38,34,34,2.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0
some high school,yes,0.0,68,61,62,3.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0
some college,yes,4.0,79,81,86,3.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0
some college,no,4.0,70,84,86,2.0,3.0,1.0,2.0,1.0,0.0,4.0,0.0
some high school,yes,6.0,45,36,39,3.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0
associate's degree,yes,5.0,63,66,66,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0
master's degree,no,2.0,70,53,56,2.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0
bachelor's degree,yes,0.0,61,66,67,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0
some college,VeriYok,3.0,72,70,65,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0
associate's degree,yes,2.0,56,59,54,3.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0
associate's degree,no,1.0,45,51,56,2.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0
high school,yes,4.0,53,65,58,3.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0
high school,yes,1.0,69,63,58,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0
VeriYok,no,2.0,56,51,42,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
some high school,yes,1.0,47,40,40,3.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0
some high school,yes,1.0,60,47,50,2.0,2.0,0.0,2.0,1.0,1.0,4.0,1.0
high school,no,4.0,86,79,65,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0
some high school,yes,0.0,53,35,39,3.0,2.0,1.0,0.0,1.0,2.0,5.0,1.0
high school,no,2.0,53,49,40,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0
high school,yes,6.0,65,79,77,2.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0
bachelor's degree,yes,2.0,70,65,69,3.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0
bachelor's degree,no,2.0,68,75,82,3.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0
high school,yes,1.0,77,79,81,2.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0
associate's degree,no,2.0,33,49,45,2.0,4.0,0.0,2.0,1.0,1.0,4.0,1.0
high school,yes,1.0,52,62,65,0.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
high school,yes,1.0,40,43,46,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
some college,yes,1.0,49,66,66,3.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0
some college,yes,2.0,60,61,57,3.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0
some college,yes,1.0,69,72,77,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0
master's degree,yes,5.0,38,56,53,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0
some high school,no,2.0,66,84,79,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0
some college,yes,3.0,62,79,75,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0
bachelor's degree,yes,0.0,62,73,80,2.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0
bachelor's degree,yes,1.0,82,86,86,3.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0
some high school,yes,1.0,86,94,88,2.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0
some college,yes,1.0,58,59,51,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
some college,no,3.0,96,89,95,3.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0
some college,no,2.0,78,74,77,3.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0
associate's degree,no,1.0,70,57,55,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0
some high school,no,1.0,86,80,76,3.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0
high school,yes,1.0,77,77,72,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
some college,yes,3.0,64,60,55,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
associate's degree,yes,1.0,61,71,74,1.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0
VeriYok,no,1.0,66,61,67,3.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0
some college,yes,1.0,98,99,100,2.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0
associate's degree,no,2.0,66,65,65,3.0,1.0,0.0,2.0,1.0,0.0,5.0,1.0
some college,no,1.0,62,71,77,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0
bachelor's degree,yes,2.0,82,79,79,1.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0
bachelor's degree,yes,3.0,90,93,96,2.0,3.0,0.0,0.0,2.0,0.0,5.0,0.0
some high school,yes,1.0,54,59,51,1.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0
high school,no,1.0,60,58,55,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0
associate's degree,yes,2.0,45,37,31,3.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0
associate's degree,no,6.0,49,47,50,2.0,3.0,0.0,2.0,2.0,0.0,3.0,1.0
some high school,yes,4.0,58,54,57,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0
associate's degree,no,3.0,36,40,43,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0
master's degree,yes,4.0,82,84,95,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0
associate's degree,yes,2.0,59,55,52,0.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0
associate's degree,yes,5.0,51,65,66,2.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0
some high school,no,1.0,48,45,37,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0
some college,yes,2.0,59,63,64,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0
associate's degree,yes,1.0,82,89,93,3.0,4.0,1.0,0.0,1.0,1.0,5.0,0.0
high school,no,1.0,79,54,54,3.0,1.0,1.0,0.0,2.0,2.0,5.0,1.0
associate's degree,no,5.0,76,80,80,3.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0
some college,yes,2.0,82,91,88,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0
some college,yes,3.0,40,41,42,3.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0
high school,yes,3.0,58,77,82,2.0,3.0,1.0,2.0,0.0,0.0,4.0,0.0
associate's degree,yes,4.0,54,53,54,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
bachelor's degree,yes,3.0,64,61,69,3.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0
some college,yes,3.0,77,87,81,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
master's degree,no,2.0,72,74,77,3.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0
some high school,no,3.0,72,70,61,3.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0
bachelor's degree,yes,4.0,71,82,94,2.0,2.0,0.0,2.0,1.0,1.0,4.0,0.0
bachelor's degree,yes,0.0,85,97,100,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0
VeriYok,yes,2.0,91,96,86,3.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0
master's degree,no,1.0,87,83,87,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0
high school,yes,2.0,80,82,85,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
some high school,yes,3.0,74,68,69,1.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0
high school,yes,1.0,64,71,72,1.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0
VeriYok,yes,1.0,70,78,78,1.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0
high school,yes,4.0,68,65,60,3.0,2.0,1.0,0.0,2.0,0.0,5.0,1.0
some high school,yes,2.0,61,59,56,3.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0
high school,no,1.0,60,65,62,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0
high school,no,2.0,45,49,51,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
some college,no,1.0,74,69,70,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
some college,yes,0.0,57,52,44,3.0,3.0,1.0,0.0,1.0,3.0,5.0,1.0
bachelor's degree,yes,1.0,91,98,97,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0
high school,yes,3.0,53,66,60,2.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0
high school,yes,2.0,52,67,66,2.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0
high school,VeriYok,3.0,62,54,52,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0
high school,no,1.0,57,73,71,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
some college,no,1.0,57,65,61,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
VeriYok,yes,4.0,94,90,91,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0
VeriYok,yes,2.0,77,66,75,3.0,2.0,0.0,2.0,2.0,0.0,4.0,1.0
some college,yes,3.0,71,88,86,0.0,2.0,1.0,2.0,2.0,1.0,5.0,0.0
some college,yes,7.0,49,65,63,3.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0
high school,yes,3.0,91,99,99,1.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0
master's degree,yes,1.0,38,48,49,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
associate's degree,yes,6.0,48,58,51,3.0,3.0,1.0,1.0,2.0,0.0,3.0,0.0
high school,no,2.0,62,64,58,3.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0
some college,yes,4.0,72,76,68,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0
some high school,no,1.0,77,70,68,2.0,2.0,1.0,0.0,2.0,3.0,5.0,0.0
some high school,no,2.0,66,56,53,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
high school,yes,4.0,69,91,90,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0
VeriYok,yes,0.0,44,52,55,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0
associate's degree,yes,2.0,97,91,98,3.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0
some college,yes,1.0,57,46,46,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
some college,yes,1.0,82,71,72,3.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0
some college,yes,2.0,78,63,63,2.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0
high school,no,4.0,43,52,53,3.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0
some college,yes,1.0,64,61,58,2.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0
bachelor's degree,yes,3.0,88,81,80,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
some college,yes,2.0,87,86,80,3.0,2.0,0.0,2.0,2.0,1.0,5.0,1.0
high school,yes,3.0,94,99,95,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0
some college,yes,4.0,58,57,62,1.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0
VeriYok,yes,2.0,67,83,85,3.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0
bachelor's degree,yes,2.0,85,85,87,2.0,4.0,1.0,1.0,1.0,0.0,4.0,0.0
some high school,yes,0.0,50,49,44,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0
associate's degree,yes,4.0,68,77,75,3.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0
master's degree,no,2.0,84,82,79,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0
some high school,yes,2.0,69,73,70,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0
some college,yes,2.0,47,56,57,1.0,4.0,0.0,0.0,2.0,1.0,4.0,0.0
some college,yes,0.0,49,63,59,1.0,3.0,0.0,0.0,1.0,2.0,5.0,0.0
master's degree,yes,3.0,69,65,63,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0
VeriYok,yes,0.0,73,81,83,2.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0
high school,no,1.0,76,71,70,2.0,3.0,1.0,2.0,2.0,0.0,5.0,1.0
